"name","email","rollNo","schoolName","class","olympiadExam","password","userType"
"student1","student1@gmail.com","1","Delhi Public School","5","Science olympiad","cvsd2m4WwS","student"
"student2","student2@gmail.com","2","Delhi public school","5","Science olympiad","xuX@qiTHNh","student"
"student3","student3@gmail.com","3","Delhi Public School","5","Science olympiad","k%3@tkPD$g","student"
"student4","student4@gmail.com","4","Delhi public school","5","Science Olympiad","!DnWv!^tmc","student"
"student5","student5@gmail.com","5","Delhi public school","5","Science olympiad","7ige#TYygx","student"
"student6","student6@gmail.com","6","Delhi public school","5","Science Olympiad","JeK#XYuj4h","student"
"student7","student7@gmail.com","7","Delhi public school","5","Science olympiad","GC&kfqnx%W","student"
"student8","student8@gmail.com","8","Delhi public school","5","Science olympiad","YpVwQ^RieY","student"
"student9","student9@gmail.com","9","Delhi public school","5","Science Olympiad","VQaWTj^tpv","student"
"student10","student10@gmail.com","10","Delhi Public School","5","Science olympiad","Fw4rFxnFAb","student"
"student11","student11@gmail.com","11","Delhi Public School","5","Science Olympiad","NX5C6e6UDn","student"
"student12","student12@gmail.com","12","Delhi public school","5","Science Olympiad","%h&HXBD!p6","student"
"student13","student13@gmail.com","13","Delhi public school","5","Science olympiad","8j&mQ5!Au6","student"
"student14","student14@gmail.com","14","Delhi Public School","5","Science olympiad","*yAJsHEDAR","student"
"student15","student15@gmail.com","15","Delhi Public School","5","Science Olympiad","pZKiK5sALh","student"
"student16","student16@gmail.com","16","Delhi public school","5","Science olympiad","7@ymi%CEMG","student"
"student17","student17@gmail.com","17","Delhi Public School","5","Science Olympiad","$pmLxy6Aye","student"
"student18","student18@gmail.com","18","Delhi public school","5","Science Olympiad","cS@8FRcjNN","student"
"student19","student19@gmail.com","19","Delhi public school","5","Science Olympiad","Pj#7n8MQXQ","student"
"student20","student20@gmail.com","20","Delhi Public School","5","Science olympiad","#ZxF*^@yzW","student"
"student21","student21@gmail.com","21","Delhi Public School","5","Science Olympiad","JZWtr%vFka","student"
"student22","student22@gmail.com","22","Delhi public school","5","Science olympiad","cLvdb#Ksn6","student"
"student23","student23@gmail.com","23","Delhi public school","5","Science Olympiad","SM*$zwPG@3","student"
